"exp","id","isold","condition1","condition2","rating","RT","excluding"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",6,2466,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",5,9213,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,1696,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,2469,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,2574,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",4,2675,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,2001,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2020,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,1452,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",3,2300,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",3,1433,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",3,1549,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,3282,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1641,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",5,1397,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,2279,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2345,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,2962,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,1828,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,992,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1564,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1858,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1359,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,2387,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,2458,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1126,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,1379,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,1506,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1317,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1104,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1069,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,855,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,988,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1963,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1603,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1115,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",2,2242,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1673,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",7,1617,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,1432,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,3196,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2202,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",5,1943,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,2171,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,1081,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",5,2845,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,1986,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1591,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1541,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,2272,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",3,1545,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,2710,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,1828,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,1015,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,1131,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",6,2098,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",3,2420,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,1586,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",7,1868,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,1056,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",3,1108,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,1434,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,783,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",7,2237,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,1641,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",7,1034,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1339,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",6,4361,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,1951,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,1224,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1332,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,990,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",7,1478,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,1321,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,919,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",2,891,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,1378,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1908,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",7,3638,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1417,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,914,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,1784,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1115,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",6,1471,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,697,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,710,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",6,1700,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1042,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,2350,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,4729,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,887,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",6,1866,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,929,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1034,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,1792,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1115,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,1573,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,988,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",6,1490,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",5,4741,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2172,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,1580,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1638,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,1847,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1556,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1201,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,4077,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,3398,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",5,1397,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,3124,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,852,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,992,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,1921,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,2547,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",2,2315,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",6,2144,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,3484,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,1816,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",2,1235,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",2,848,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,964,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",6,3162,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,1348,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",8,4045,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,1460,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,1277,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1061,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,2025,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,898,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,2332,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",3,690,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,2153,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2265,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,764,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1058,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",6,2353,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1451,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1064,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",3,2265,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",3,922,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,1270,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",3,760,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2339,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2060,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,984,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",5,2455,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,871,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1081,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,965,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,1293,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1062,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,3008,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,1545,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",7,1216,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,720,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,2226,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1421,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,2601,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",6,2941,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1158,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,775,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,6138,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,3173,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",8,921,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1014,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,688,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,1788,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1424,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,882,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,910,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",3,1348,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,1271,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,1270,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,1313,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,1781,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,1495,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",4,4752,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,2558,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,952,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",2,925,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,2473,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",7,1315,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1943,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,1506,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,3391,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",5,2090,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1467,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1609,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,1185,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,666,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",6,1308,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",6,991,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",2,1204,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",2,875,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,809,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,802,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",5,2268,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",2,1104,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,2389,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,740,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",2,875,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,2713,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,1151,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",7,1564,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1197,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1598,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,886,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,988,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",5,1989,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",5,1757,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",2,1173,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,3104,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2018,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1108,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,833,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",3,1390,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1526,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1038,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1150,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1122,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,1293,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",4,2067,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,2256,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,877,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,913,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1208,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,759,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1843,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,1061,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",5,1351,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,941,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,740,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",5,1436,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,941,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,903,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,1219,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,593,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,3384,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,1425,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,724,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",7,1034,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,3089,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1936,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",8,785,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,855,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,1235,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,795,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,848,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,763,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1317,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,771,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1594,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1022,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1410,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,686,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1019,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1913,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",7,2323,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1626,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",7,1982,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,720,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1247,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,1336,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,868,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,1569,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",4,1529,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",2,1847,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1285,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,3479,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1247,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,979,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",2,1298,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",3,2265,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",3,2687,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",6,2005,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,702,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,984,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,1064,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,875,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1053,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",3,1674,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,1146,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",5,2151,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,979,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",4,1884,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1049,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",6,1903,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1897,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1182,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1058,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1714,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1297,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1085,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1123,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",7,1555,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1421,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1359,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",6,1959,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,783,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",6,1532,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,713,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",5,1529,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1011,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,938,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1393,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1633,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,666,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",1,1596,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,1549,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,779,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",5,1417,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",7,4602,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",5,3886,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1661,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,914,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",7,1738,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,794,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,2811,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,806,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",1,714,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,910,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,1339,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",1,1057,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,914,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",5,1780,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",1,1289,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","HighF",8,1096,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1083,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,863,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",5,2087,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",1,1498,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",3,2181,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",1,1573,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",5,1429,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",3,756,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",3,1038,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,960,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","LowF",8,1165,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,646,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Short","LowF",8,1528,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,2240,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,1107,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",6,1381,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","LowF",8,1734,"Include"
"GKH1999_e1","GKH1999_e1_1",0,"New","HighF",8,824,"Include"
"GKH1999_e1","GKH1999_e1_1",1,"Long","HighF",8,685,"Include"
